20,-9.95623345128333e-05
30,-0.000296518209268618
40,-0.000596109976728166
50,-0.00102739389852748
60,-0.00162939931388788
70,-0.0024486835663203
80,-0.00354293890315877
90,-0.00498507969181872
100,-0.00686766869462008
