u,look_ahead,max_error,reached_flg,steps_to_finish,mean_error,std_error
30,3,0.131467744114869,1,7577,0.0356641861429453,0.0264336275899808
30,20,2.42962741039883,1,7364,0.543732790192766,0.649309241765064
70,20,2.15045215238291,1,3204,0.33004276136054,0.483139401799861
